//Level,作成物,作成物ID,個数,アイテム１,数,アイテム２,数,…,0 *ゼニーは-1,金額
1,上段1
2,C Autumn Headband,31606,1,-1,1000000
2,C BJ Headset,31840,1,-1,1000000
2,C Black Ramen Hat,31303,1,-1,1000000
2,C Black Tea Kochakaden Hat,31802,1,-1,1000000
2,C Brazil Twin Ribbon,31800,1,-1,1000000
2,C Cherry,31245,1,-1,1000000
2,C Disposable Popcorn Hat,31263,1,-1,1000000
2,C Drooping White Cat,31204,1,-1,1000000
2,C Easter Egg Shell,31499,1,-1,1000000
2,C Evil Eggshell,31467,1,-1,1000000
2,C Holy Egg Shell,31466,1,-1,1000000
2,C Karada Meguri Tea Hat,31801,1,-1,1000000
2,C Lolita Two Side Up Upper,31495,1,-1,1000000
2,C Nine Tail Fox Hair,31707,1,-1,1000000
2,C Noodles Hat,31519,1,-1,1000000
2,C OnAir BJ Headset,31841,1,-1,1000000
2,C Pinwheel Hat,31320,1,-1,1000000
2,C Popcorn Wig,31736,1,-1,1000000
2,C Popping Popcorn Hat,31518,1,-1,1000000
2,C Ragnarok Rush Goat,31408,1,-1,1000000
2,C Resonating Drums,31721,1,-1,1000000
2,C Robin Egg Minihat,31465,1,-1,1000000
2,C Rune Hairband,31206,1,-1,1000000
2,C Rune-Midgarts Glory,31602,1,-1,1000000
2,C Shining Santa Poring,31420,1,-1,1000000
1,上段2
2,C Sweet Helmet,31255,1,-1,1000000
2,C Thanksgiving Memorial Hat,31368,1,-1,1000000
2,C Vesper Hat,31720,1,-1,1000000
2,C Volume Low Twin,31494,1,-1,1000000
2,Charlies Hat,19521,1,-1,1000000
2,Circlet of Costume Time,19472,1,-1,1000000
2,Clear Sun,19507,1,-1,1000000
2,Costume 12 Anniversary Crown of Saint,20135,1,-1,1000000
2,Costume Adventurer's Hat,19581,1,-1,1000000
2,Costume Alchemist Mask,31052,1,-1,1000000
2,Costume Alphonse Helmet,20038,1,-1,1000000
2,Costume Ancient Horns,19568,1,-1,1000000
2,Costume Angeling Hat,19848,1,-1,1000000
2,Costume Asara Fairy Hat,19837,1,-1,1000000
2,Costume Ayothaya Hat,19557,1,-1,1000000
2,Costume Baby Dragon Hat,19559,1,-1,1000000
2,Costume Beachball,400020,1,-1,1000000
2,Costume Black Cat Ears,19854,1,-1,1000000
2,Costume Black Musang Hat,19572,1,-1,1000000
2,Costume Black Strong Hair,20248,1,-1,1000000
2,Costume Blue Brain Hat,20064,1,-1,1000000
2,Costume Blue Pigtail Santa Hat,20222,1,-1,1000000
2,Costume Bomb Hat,19997,1,-1,1000000
2,Costume Bunny Eggshell,20446,1,-1,1000000
2,Costume Carnation Headband,19800,1,-1,1000000
1,上段3
2,Costume Chicken Hat,20206,1,-1,1000000
2,Costume Chicken Hat,20210,1,-1,1000000
2,Costume Chung Hairpin,19565,1,-1,1000000
2,Costume Coati Hat,19560,1,-1,1000000
2,Costume Coiledup Snake,20110,1,-1,1000000
2,Costume Coiledup Snake Hat,20111,1,-1,1000000
2,Costume Corsair,19619,1,-1,1000000
2,Costume Cow Hat 1,20025,1,-1,1000000
2,Costume Cow Hat 2,20026,1,-1,1000000
2,Costume Cow Hat 3,20027,1,-1,1000000
2,Costume Cow Hat 4,20028,1,-1,1000000
2,Costume Crow Hat,19558,1,-1,1000000
2,Costume Detective Hat,19620,1,-1,1000000
2,Costume Dokebi's Wig,19864,1,-1,1000000
2,Costume Dragon Cintamani Hat,20088,1,-1,1000000
2,Costume Dragon Cintamani Hat,20089,1,-1,1000000
2,Costume Dragon Cintamani Hat,20086,1,-1,1000000
2,Costume Dragon Cintamani Hat,20087,1,-1,1000000
2,Costume Dragon Turtle Hat,19998,1,-1,1000000
2,Costume Drooping Gunslinger,20434,1,-1,1000000
