//Level,作成物,作成物ID,個数,アイテム１,数,アイテム２,数,…,0 *ゼニーは-1,金額
1,中段1
2,Butterfly Wing Ears,19509,1,-1,1000000
2,C Autumn Flavor,31580,1,-1,1000000
2,C Disposable 3D Glasses,31262,1,-1,1000000
2,C Rune Hairband,31206,1,-1,1000000
2,C Sweet Helmet,31255,1,-1,1000000
2,Costume 12 Anniversary Elf Ears,20136,1,-1,1000000
2,Costume Alchemist Mask,31052,1,-1,1000000
2,Costume Asara Fairy Hat,19837,1,-1,1000000
2,Costume Bell of Piegon,20147,1,-1,1000000
2,Costume Blank Eyes,19624,1,-1,1000000
2,Costume Chicken Hat,20210,1,-1,1000000
2,Costume Chicken Hat,20206,1,-1,1000000
2,Costume Cube Mask,19531,1,-1,1000000
2,Costume Decoration Time,20246,1,-1,1000000
2,Costume Decoration of Music,19871,1,-1,1000000
2,Costume Dokebi's Wig,19864,1,-1,1000000
2,Costume Dragon Arhat Mask,19563,1,-1,1000000
2,Costume Eatcoin Helm,21202,1,-1,1000000
2,Costume Evolved Whisper Mask,19920,1,-1,1000000
2,Costume Furious Wave,31056,1,-1,1000000
2,Costume Happy Cat,440002,1,-1,1000000
2,Costume Jack,20397,1,-1,1000000
2,Costume Jaguar Hat,19562,1,-1,1000000
2,Costume Love Rabbit Hood,19938,1,-1,1000000
2,Costume Master's Head,19424,1,-1,1000000
1,中段2
2,Costume Nutcracker,21206,1,-1,1000000
2,Costume Observer,20141,1,-1,1000000
2,Costume Roast Memory,31172,1,-1,1000000
2,Costume Robo Eye,20145,1,-1,1000000
2,Costume Small Golden Wings,19742,1,-1,1000000
2,Costume Thanatos Despero Mask,19534,1,-1,1000000
2,Costume There's..Something..,20183,1,-1,1000000
2,Costume Tiger Arhat Mask,19564,1,-1,1000000
2,Costume Wanderer's Sakkat,31415,1,-1,1000000
2,Costume Wing Angels Ears,19765,1,-1,1000000
2,Costume Zombie Mask,31853,1,-1,1000000
2,Heart Eye Patch 1,19511,1,-1,1000000
2,Heart Eye Patch 2,19512,1,-1,1000000
2,Horse King,19996,1,-1,1000000
2,Screw Stuck in Head,19510,1,-1,1000000
2,T Goggle,19502,1,-1,1000000
2,T Mr Smile,19500,1,-1,1000000
2,T Munak Hat,19503,1,-1,1000000
2,T Sunglasses,19504,1,-1,1000000
2,[衣装] 3Dメガネ,19954,1,-1,1000000
2,[衣装] MVP,31488,1,-1,1000000
2,[衣装] あくまのささやき,19542,1,-1,1000000
2,[衣装] いたずらな妖精,19769,1,-1,1000000
2,[衣装] えらヘルム,19735,1,-1,1000000
2,[衣装] くまくん,31517,1,-1,1000000
1,中段3
2,[衣装] さすらい狼の帽子,19598,1,-1,1000000
2,[衣装] しあわせたれルナティック耳,20298,1,-1,1000000
2,[衣装] しあわせたれルナティック耳(黒),31167,1,-1,1000000
2,[衣装] たれ妖精の耳,31682,1,-1,1000000
2,[衣装] とんぼの片眼鏡,19925,1,-1,1000000
2,[衣装] ひっかき猫,20195,1,-1,1000000
2,[衣装] ふかふか山羊帽,20234,1,-1,1000000
2,[衣装] ふしぎなケモノ耳,31250,1,-1,1000000
2,[衣装] ぺろりんマスク(中段),31243,1,-1,1000000
2,[衣装] ほお紅,19550,1,-1,1000000
2,[衣装] もこもこハートイヤーマフ,31439,1,-1,1000000
2,[衣装] やんちゃな妖精の耳,19776,1,-1,1000000
2,[衣装] ゆるウェーブツイン(白)(中段),31286,1,-1,1000000
2,[衣装] ゆるウェーブツイン(紅)(中段),31287,1,-1,1000000
2,[衣装] ゆるウェーブツイン(紫)(中段),31288,1,-1,1000000
2,[衣装] ゆるウェーブツイン(緑)(中段),31284,1,-1,1000000
2,[衣装] ゆるウェーブツイン(赤)(中段),31282,1,-1,1000000
2,[衣装] ゆるウェーブツイン(青)(中段),31281,1,-1,1000000
2,[衣装] ゆるウェーブツイン(黄)(中段),31283,1,-1,1000000
2,[衣装] ゆるウェーブツイン(黒)(中段),31285,1,-1,1000000
2,[衣装] アヌビスの帽子,19743,1,-1,1000000
2,[衣装] アラームの仮面,19791,1,-1,1000000
2,[衣装] アルケミストマスク,31578,1,-1,1000000
2,[衣装] アンダーリムメガネ,20115,1,-1,1000000
2,[衣装] アンダーリムメガネ(赤),20286,1,-1,1000000
1,中段4
2,[衣装] アンダーリムメガネ(青),31601,1,-1,1000000
2,[衣装] イフリートの耳,19810,1,-1,1000000
2,[衣装] イフリートの魔眼,20221,1,-1,1000000
2,[衣装] イフリート仮面,20481,1,-1,1000000
2,[衣装] ウィスパーマスク,19610,1,-1,1000000
2,[衣装] ウィスパーマスク(緑),31669,1,-1,1000000
2,[衣装] ウイングフレームサングラス,20077,1,-1,1000000
2,[衣装] ウサギの耳当て,19540,1,-1,1000000
2,[衣装] ウッドゴブリンの鼻,31327,1,-1,1000000
2,[衣装] エレファントフェアリー,31795,1,-1,1000000
2,[衣装] オッドアイ,19787,1,-1,1000000
2,[衣装] オブザーバー,31260,1,-1,1000000
2,[衣装] オレンジウサギ,31715,1,-1,1000000
2,[衣装] カブキマスク,19556,1,-1,1000000
2,[衣装] カラス,31380,1,-1,1000000
